"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,25-34,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",4.01021655,35,95,2,2,1,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,female,65+,"ผ่อนทอง 0% June 2026",3.84247874,324,394,8,8,,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,55-64,"ผ่อนทอง 0% June 2026",3.672369,306,367,6,6,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,35-44,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",3.55,99,106,,,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,55-64,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",3.53871658,87,174,3,3,4,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,35-44,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",3.49969525,47,55,1,,1,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Lookalike",female,55-64,"Mid Month  | 15-17June 2026",3.48499761,89,104,4,3,1,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,35-44,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",3.43,91,106,1,,2,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic Campaign  | Live | June 2026","Live | June 2026-Broad",male,65+,"Live | 10 June 2026",3.27020354,108,108,,,,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic Campaign  | Live | June 2026","Live | June 2026 -Lookalike",female,55-64,"Live | 10 June 2026",3.27,66,69,1,,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,35-44,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",3.22992947,51,93,2,1,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,45-54,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",3.16,65,76,1,1,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,25-34,"นาคครุฑเสริมบารมี | 11- 20 Jun 26",3.14557943,84,164,,,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,18-24,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",3.01016255,89,145,3,1,1,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,25-34,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",2.97,79,86,,,7,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,35-44,"ผ่อนทอง 0% June 2026",2.96389552,159,307,2,1,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,55-64,"นาคครุฑเสริมบารมี | 11- 20 Jun 26",2.94822031,107,166,,,,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Lookalike",male,45-54,"Mid Month  | 15-17June 2026",2.59371948,114,132,2,2,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,unknown,45-54,"นาคครุฑเสริมบารมี | 11- 20 Jun 26",2.53502156,33,60,,,,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,65+,"ผ่อนทอง 0% June 2026",2.48160085,199,238,4,3,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,18-24,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",2.43911538,81,104,,,1,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic Campaign  | Double Day 6.6 | 1-7June 2026","Double Day 6.6 | 1-7June 2026-Lookalike",female,65+,"Double Day 6.6 | 1-7June 2026",2.38008798,63,77,,,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,55-64,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",2.31,32,37,1,1,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,25-34,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",2.29,58,75,,,,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic Campaign  | Double Day 6.6 | 1-7June 2026","Double Day 6.6 | 1-7June 2026-Retargeting",female,65+,"Double Day 6.6 | 1-7June 2026",2.25,45,75,1,1,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,65+,"นาคครุฑเสริมบารมี | 11- 20 Jun 26",2.15601145,53,88,1,1,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,45-54,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",2.14981279,19,22,,,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,45-54,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",2.14922052,7,13,,,,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Retargeting",female,18-24,"Mid Month  | 15-17June 2026",2.08449361,74,95,1,1,,,,2026-06-01,2026-06-17
